subject,session,target_hz,freq,psd
1,1,9,128.0,9.375144448649642e-06
1,1,10,0.0,0.0007139258215551387
1,1,10,0.25,0.0007349103968965174
1,1,10,0.5,0.0005139668390818997
1,1,10,0.75,0.0005212630903159609
1,1,10,1.0,0.0005316834163350935
1,1,10,1.25,0.0005453714934166003
1,1,10,1.5,0.0005624812532124959
1,1,10,1.75,0.0005838570170310711
1,1,10,2.0,0.0006086731279050173
1,1,10,2.25,0.0006389776045336387
1,1,10,2.5,0.000674428973479758
1,1,10,2.75,0.0007178361554828669
1,1,10,3.0,0.0007667048052537515
1,1,10,3.25,0.000822893604802087
1,1,10,3.5,0.0008775010113431087
1,1,10,3.75,0.0009662317112382827
1,1,10,4.0,0.0010778704535730184
1,1,10,4.25,0.0012459273228886472
1,1,10,4.5,0.001432562649956444
1,1,10,4.75,0.001490581859310548
1,1,10,5.0,0.001824565232383687
1,1,10,5.25,0.002648978742375872
1,1,10,5.5,0.0038987376205994306
1,1,10,5.75,0.004742974215840831
1,1,10,6.0,0.006504961418530092
1,1,10,6.25,0.00984769018575935
1,1,10,6.5,0.020773406715973126
1,1,10,6.75,0.034644968241169284
1,1,10,7.0,0.0555436507279437
1,1,10,7.25,0.08295657453810054
1,1,10,7.5,0.1748884917478024
1,1,10,7.75,0.3271654985480321
1,1,10,8.0,0.3542499379761741
1,1,10,8.25,0.3432714105542235
1,1,10,8.5,0.33746147510421215
1,1,10,8.75,0.6679184259720155
1,1,10,9.0,1.1973312160141285
1,1,10,9.25,0.8675351257342148
1,1,10,9.5,0.8204892181527241
1,1,10,9.75,1.2600568009005373
1,1,10,10.0,2.2917749483764926
1,1,10,10.25,1.1991227159202702
1,1,10,10.5,2.110403927392784
1,1,10,10.75,2.4352919578419776
1,1,10,11.0,1.0581805498839358
1,1,10,11.25,0.7134890039556292
1,1,10,11.5,0.7817029017492026
1,1,10,11.75,0.5358371777840254
1,1,10,12.0,0.5652084755676541
1,1,10,12.25,0.735366390302058
1,1,10,12.5,0.6411066924302593
1,1,10,12.75,0.5354487611260762
1,1,10,13.0,0.5792289588989404
1,1,10,13.25,0.5470772150545034
1,1,10,13.5,0.4395710018266115
1,1,10,13.75,0.4823933785372999
1,1,10,14.0,0.41286135218622766
1,1,10,14.25,0.30964982297370885
1,1,10,14.5,0.38528656635136044
1,1,10,14.75,0.6549102664306079
1,1,10,15.0,0.6154918334101807
1,1,10,15.25,0.43808256954125796
1,1,10,15.5,0.3781512395388519
1,1,10,15.75,0.4114068606207017
1,1,10,16.0,0.40933027859763566
1,1,10,16.25,0.4308212477629139
1,1,10,16.5,0.419644719598698
1,1,10,16.75,0.3377538087907462
1,1,10,17.0,0.3055781592850532
1,1,10,17.25,0.39608854992858444
1,1,10,17.5,0.3453752732462659
1,1,10,17.75,0.438631579361988
1,1,10,18.0,0.6484269427014068
1,1,10,18.25,0.6853192587020013
1,1,10,18.5,0.5055910319417343
1,1,10,18.75,0.6705681660444031
1,1,10,19.0,0.49189152727695895
1,1,10,19.25,0.5109094849746264
1,1,10,19.5,0.5553586678796711
1,1,10,19.75,0.958294433843896
1,1,10,20.0,2.4972834833305604
1,1,10,20.25,1.2950945868077048
1,1,10,20.5,0.6451319942085929
1,1,10,20.75,0.5625124542040065
1,1,10,21.0,0.7661086013544258
1,1,10,21.25,0.7326003599415882
1,1,10,21.5,0.6727226310175629
1,1,10,21.75,0.6114099994636856
1,1,10,22.0,0.41251382277107324
1,1,10,22.25,0.3497388700660586
1,1,10,22.5,0.31939419381728285
1,1,10,22.75,0.30694720793908103
1,1,10,23.0,0.3380900214636357
1,1,10,23.25,0.34304357369363625
1,1,10,23.5,0.3983303972496038
1,1,10,23.75,0.2927588748118752
1,1,10,24.0,0.31515712109864663
1,1,10,24.25,0.27741757958197844
1,1,10,24.5,0.24784210461193523
1,1,10,24.75,0.3280559277809711
1,1,10,25.0,0.3307649529903058
1,1,10,25.25,0.2909289394163154
1,1,10,25.5,0.20536043442584023
1,1,10,25.75,0.2017842484587099
1,1,10,26.0,0.17624582087126378
1,1,10,26.25,0.1681868142392341
1,1,10,26.5,0.2089446290380958
1,1,10,26.75,0.19899579108528304
1,1,10,27.0,0.17012170944067345
1,1,10,27.25,0.19612344333838164
1,1,10,27.5,0.1826207352412993
1,1,10,27.75,0.15783452076884613
1,1,10,28.0,0.2006583583609556
1,1,10,28.25,0.16898316486349083
1,1,10,28.5,0.14644175193925735
1,1,10,28.75,0.20091196829490895
1,1,10,29.0,0.25563812336652836
1,1,10,29.25,0.19885082211108007
1,1,10,29.5,0.19439485358413655
1,1,10,29.75,0.295650716045724
1,1,10,30.0,0.41696330173500956
1,1,10,30.25,0.24122476453501315
1,1,10,30.5,0.14094929961644964
1,1,10,30.75,0.14156928984743844
1,1,10,31.0,0.12308550867324643
1,1,10,31.25,0.145083234835643
1,1,10,31.5,0.13106907674821297
1,1,10,31.75,0.13122435731437931
1,1,10,32.0,0.19237692812157886
1,1,10,32.25,0.169658996789812
1,1,10,32.5,0.13797524417882842
1,1,10,32.75,0.12326592169837138
1,1,10,33.0,0.13407017465559073
1,1,10,33.25,0.12921167174486775
1,1,10,33.5,0.15588959289566176
1,1,10,33.75,0.17075418726487132
1,1,10,34.0,0.13875946311536144
1,1,10,34.25,0.17566686134093062
1,1,10,34.5,0.2113970080741511
1,1,10,34.75,0.14303260834159334
1,1,10,35.0,0.12313575221348894
1,1,10,35.25,0.09900073409824534
1,1,10,35.5,0.09352072581568006
1,1,10,35.75,0.10481304541998139
1,1,10,36.0,0.11440931717414501
1,1,10,36.25,0.12894623479285508
1,1,10,36.5,0.11802464445227834
1,1,10,36.75,0.12051373268114925
1,1,10,37.0,0.14545317235273414
1,1,10,37.25,0.17660262273190053
1,1,10,37.5,0.1763028677536217
1,1,10,37.75,0.2181558923430259
1,1,10,38.0,0.13985282891898107
1,1,10,38.25,0.0962751507539004
1,1,10,38.5,0.11051774706935111
1,1,10,38.75,0.08799481160330158
1,1,10,39.0,0.07453205788685331
1,1,10,39.25,0.1030330393031047
1,1,10,39.5,0.14086050154156235
1,1,10,39.75,0.1741933305961135
1,1,10,40.0,0.1598314741153712
1,1,10,40.25,0.14001463805706543
1,1,10,40.5,0.10380045245840032
1,1,10,40.75,0.06368213132015306
1,1,10,41.0,0.08329728773444772
1,1,10,41.25,0.12382101121343839
1,1,10,41.5,0.10689388405024003
1,1,10,41.75,0.07004848771689161
1,1,10,42.0,0.05946751235946796
1,1,10,42.25,0.048574823685179944
1,1,10,42.5,0.058746017942948835
1,1,10,42.75,0.06664391138451355
1,1,10,43.0,0.05841852904528922
1,1,10,43.25,0.09590264752165081
1,1,10,43.5,0.10858414476898735
1,1,10,43.75,0.10475789291974255
1,1,10,44.0,0.09219637567250824
1,1,10,44.25,0.09557935525805877
1,1,10,44.5,0.0801854414248344
1,1,10,44.75,0.05611784053963278
1,1,10,45.0,0.07309523344369222
1,1,10,45.25,0.06368721943522751
1,1,10,45.5,0.04912155993303202
1,1,10,45.75,0.04911967671561983
